n,gapII,family_gapII,iterations,runtime
10,1.1111111111111111605,1.3333333333333343696,0,197.02713900000000536ms
10,1.0909090909090906064,1.2727272727272733733,0,188.43675400000000764ms
10,1.1111111111111107164,1.3333333333333321491,0,245.70150600000002328ms
10,1.1111111111111107164,1.3333333333333339255,0,196.79119800000000851ms
10,1.0909090909090903843,1.2727272727272729292,0,256.91720200000003161ms
10,1.1111111111111107164,1.3333333333333334814,0,201.61159200000000169ms
10,1.1111111111111107164,1.3333333333333334814,0,197.69375200000001769ms
10,1.1111111111111107164,1.3333333333333334814,0,212.409829000000002ms
10,1.1111111111111109385,1.3333333333333339255,0,173.56080300000002126ms
10,1.1111111111111107164,1.3333333333333337035,0,185.4386090000000138ms
10,1.0999999999999996448,1.3000000000000007106,0,189.10603100000000155ms
10,1.125,1.3333333333333334814,3,257.08596900000003416ms
10,1.1250000000000006662,1.3333333333333334814,2,235.06287100000000124ms
10,1.1111111111111109385,1.3333333333333339255,0,185.79556500000001052ms
10,1.1111111111111107164,1.3333333333333337035,0,163.82526900000002002ms
10,1.1111111111111111605,1.3333333333333341475,0,194.23574600000000601ms
10,1.1111111111111111605,1.3333333333333339255,0,196.457191000000023ms
10,1.1052631578947362812,1.3157894736842106199,0,172.54045100000001867ms
10,1.1111111111111107164,1.3333333333333337035,0,185.53663900000000809ms
10,1.125,1.2857142857142860315,1,200.82742700000000014ms
10,1.1052631578947365032,1.3157894736842110639,0,216.61260600000002797ms
10,1.1111111111111111605,1.3333333333333341475,0,201.11435100000002763ms
10,1.1111111111111111605,1.3333333333333339255,0,208.50692000000000804ms
10,1.0999999999999996448,1.3000000000000004885,0,201.64850400000000264ms
10,1.1111111111111107164,1.3333333333333339255,0,178.71053500000002146ms
10,1.1111111111111107164,1.3333333333333334814,0,207.50293400000001043ms
10,1.1052631578947365032,1.315789473684211286,0,228.18423600000002694ms
10,1.079999999999999627,1.2400000000000006573,0,195.65486500000000092ms
10,1.0909090909090903843,1.2727272727272727071,0,205.61549700000000485ms
10,1.1052631578947362812,1.315789473684211286,0,202.43124000000000252ms
10,1.1052631578947365032,1.315789473684211508,0,213.06663700000001427ms
10,1.0909090909090901623,1.2727272727272727071,0,234.31604600000000005ms
10,1.1052631578947365032,1.3157894736842110639,0,187.14796800000002009ms
10,1.1052631578947365032,1.3157894736842110639,0,197.24169100000000299ms
10,1.1052631578947365032,1.3157894736842090655,0,209.2274110000000178ms
10,1.1111111111111107164,1.3333333333333337035,0,185.59053400000001944ms
10,1.0909090909090903843,1.2727272727272729292,0,156.09000100000000089ms
10,1.0909090909090908284,1.2727272727272735953,0,231.12072100000000319ms
10,1.1052631578947360592,1.3157894736842101758,0,207.62224400000002334ms
10,1.1111111111111102723,1.3333333333333330373,0,174.05115400000002524ms
10,1.1111111111111109385,1.3333333333333339255,0,223.63414500000001795ms
10,1.125,1.3333333333333341475,3,400.75307100000003402ms
10,1.1111111111111107164,1.3333333333333334814,0,196.84147100000001274ms
10,1.1052631578947365032,1.3157894736842110639,0,203.38959100000002423ms
10,1.1111111111111109385,1.3333333333333337035,0,164.56429000000002816ms
10,1.1111111111111109385,1.3333333333333343696,0,169.76705800000002001ms
10,1.1111111111111111605,1.3333333333333339255,0,184.53458100000000286ms
10,1.1111111111111107164,1.3333333333333339255,0,133.75719700000001922ms
10,1.1052631578947365032,1.3157894736842110639,0,169.18413900000001604ms
10,1.1111111111111109385,1.3333333333333337035,0,225.09979500000000031ms
10,1.1052631578947365032,1.315789473684211286,0,211.53632600000000253ms
10,1.125,1.2857142857142855875,3,276.149278000000038ms
10,1.124999999999999556,1.2857142857142858095,1,192.52122700000001033ms
10,1.125,1.3333333333333339255,3,238.59855900000002294ms
10,1.125,1.3333333333333339255,3,389.58308600000003708ms
10,1.1052631578947365032,1.3157894736842106199,0,175.76779900000002499ms
10,1.1052631578947365032,1.315789473684211286,0,196.77019200000000865ms
10,1.0909090909090906064,1.2727272727272733733,0,207.48383100000000923ms
10,1.1111111111111109385,1.3333333333333339255,0,204.65988400000000525ms
10,1.125,1.2857142857142860315,1,199.30586200000001896ms
10,1.124999999999999778,1.2857142857142860315,3,370.40050000000002229ms
10,1.1052631578947365032,1.3157894736842106199,0,201.16070500000000721ms
10,1.125,1.2500000000000006662,0,197.80023100000002501ms
10,1.125,1.2857142857142858095,2,205.1588620000000276ms
10,1.125,1.2500000000000004441,1,206.46221800000000713ms
10,1.125,1.2857142857142860315,1,187.03180400000002237ms
11,1.1052631578947362812,1.3157894736842103978,0,238.25577000000001249ms
11,1.1052631578947365032,1.315789473684211286,0,248.62362300000000915ms
11,1.1052631578947362812,1.3157894736842103978,0,225.04312600000000089ms
11,1.1111111111111109385,1.3333333333333339255,0,204.42871400000001359ms
11,1.1111111111111109385,1.3333333333333337035,0,192.91401300000001129ms
11,1.1111111111111109385,1.3333333333333337035,0,230.31129000000001384ms
11,1.124999999999999778,1.3333333333333332594,2,256.18898000000001503ms
11,1.1249999999999991119,1.3333333333333337035,4,273.43408500000003869ms
11,1.1111111111111107164,1.3333333333333334814,0,242.72497400000000312ms
11,1.1111111111111107164,1.3333333333333334814,0,176.86891500000001543ms
11,1.1111111111111107164,1.3333333333333339255,0,225.08197700000002329ms
11,1.124999999999999778,1.2857142857142866977,5,410.23361700000003794ms
11,1.125,1.3333333333333339255,2,249.59389400000000592ms
11,1.1111111111111107164,1.3333333333333337035,0,219.70043100000000891ms
11,1.124999999999999778,1.2857142857142866977,1,242.25281700000002161ms
11,1.1111111111111107164,1.3333333333333334814,0,250.35217300000002183ms
11,1.1111111111111111605,1.3333333333333350357,0,216.87130600000000414ms
11,1.1111111111111109385,1.3333333333333337035,0,209.46357200000002763ms
11,1.0999999999999996448,1.3000000000000004885,0,215.42116900000002034ms
11,1.1111111111111111605,1.3333333333333339255,0,138.24266200000002414ms
11,1.079999999999999405,1.2399999999999999912,0,216.38030600000001869ms
11,1.1111111111111111605,1.3333333333333339255,0,229.53850900000000479ms
11,1.1111111111111109385,1.3333333333333341475,0,181.86271500000000856ms
11,1.1428571428571425717,1.3333333333333334814,3,292.63814300000001368ms
11,1.124999999999999778,1.3333333333333337035,2,242.85464900000002331ms
11,1.1052631578947367253,1.315789473684211508,0,215.92550000000002797ms
11,1.125,1.3333333333333337035,2,251.88185800000002246ms
11,1.0909090909090903843,1.2727272727272729292,0,236.96595600000000559ms
11,1.124999999999999778,1.2857142857142860315,2,291.44870300000002317ms
11,1.1111111111111109385,1.3333333333333339255,0,226.18088000000000193ms
11,1.1111111111111109385,1.3333333333333337035,0,256.36457800000005137ms
11,1.1111111111111107164,1.3333333333333334814,0,254.44971600000002355ms
11,1.1052631578947365032,1.315789473684211286,0,299.80805800000001682ms
11,1.1111111111111107164,1.3333333333333337035,0,262.07732800000002272ms
11,1.1111111111111109385,1.3333333333333339255,0,228.04577400000002286ms
11,1.124999999999999778,1.2857142857142862536,2,265.3584510000000023ms
11,1.124999999999999778,1.3142857142857149456,2,279.03220900000002303ms
11,1.1304347826086955653,1.3333333333333339255,5,524.70302300000003016ms
11,1.1249999999999993339,1.3333333333333337035,4,416.27594300000004069ms
11,1.1304347826086953433,1.3333333333333334814,5,431.73368700000003174ms
11,1.125,1.3333333333333337035,3,393.89081300000003694ms
11,1.1111111111111100503,1.3333333333333325932,0,200.90693300000000932ms
11,1.1052631578947362812,1.3157894736842106199,0,215.82894500000000449ms
11,1.0909090909090901623,1.2727272727272724851,0,224.44190000000000396ms
11,1.1052631578947360592,1.3157894736842101758,0,302.85900300000002972ms
11,1.1111111111111107164,1.3333333333333339255,0,216.31744200000002821ms
11,1.1111111111111107164,1.3333333333333334814,0,180.81927300000000969ms
11,1.1111111111111107164,1.3333333333333339255,0,200.77093000000002121ms
11,1.1304347826086955653,1.3333333333333337035,6,493.52177700000004279ms
11,1.1304347826086953433,1.3333333333333337035,7,725.90869200000008732ms
11,1.1304347826086953433,1.3000000000000009326,3,396.7011730000000398ms
11,1.1111111111111111605,1.3333333333333341475,0,239.91076000000001046ms
11,1.0909090909090906064,1.2727272727272735953,0,244.41023500000000013ms
11,1.125,1.3333333333333341475,4,532.73578900000006798ms
11,1.1052631578947365032,1.315789473684211508,0,313.1956920000000082ms
11,1.1111111111111107164,1.3333333333333332594,0,216.37941700000001788ms
11,1.1111111111111109385,1.3333333333333339255,0,208.72860500000001594ms
11,1.1052631578947365032,1.3157894736842110639,0,264.78114800000003016ms
11,1.1052631578947365032,1.3157894736842117301,0,188.32554200000001288ms
11,1.124999999999999778,1.2857142857142860315,3,276.40803700000003574ms
11,1.1111111111111109385,1.3333333333333339255,0,271.18555700000001707ms
11,1.1111111111111104944,1.3333333333333334814,0,248.50355600000000323ms
11,1.1052631578947360592,1.3157894736842110639,0,241.39198500000000536ms
11,1.1052631578947365032,1.315789473684211286,0,223.31568000000001462ms
11,1.125,1.2857142857142860315,2,256.24830700000001116ms
11,1.1052631578947365032,1.315789473684211286,0,263.05390800000003538ms
11,1.1052631578947365032,1.3157894736842106199,0,328.3090890000000286ms
11,1.124999999999999556,1.2500000000000004441,1,299.93676300000004176ms
11,1.1111111111111107164,1.3333333333333334814,0,194.13429500000000872ms
11,1.0909090909090906064,1.2727272727272735953,0,234.54544400000000338ms
11,1.1111111111111107164,1.3333333333333337035,0,223.57802600000002258ms
11,1.1111111111111109385,1.3333333333333337035,0,214.67858800000001907ms
11,1.0999999999999996448,1.3000000000000002665,0,204.58372300000002042ms
11,1.0909090909090906064,1.2727272727272733733,0,211.68504100000001245ms
11,1.1111111111111109385,1.3333333333333339255,0,249.6457380000000228ms
11,1.0909090909090906064,1.2727272727272733733,0,218.91955100000001267ms
11,1.0909090909090903843,1.2727272727272729292,0,236.78013900000001968ms
11,1.1111111111111107164,1.3333333333333337035,0,236.03504200000000424ms
11,1.1111111111111109385,1.3333333333333337035,0,200.69860200000002238ms
11,1.1052631578947365032,1.3157894736842110639,0,240.79366900000002261ms
11,1.124999999999999778,1.2857142857142866977,5,446.72555500000004259ms
11,1.1052631578947365032,1.315789473684211508,0,195.39401900000001433ms
11,1.1428571428571425717,1.3333333333333337035,3,307.06306800000004387ms
11,1.124999999999999778,1.3333333333333334814,2,332.10356200000001082ms
11,1.1052631578947367253,1.3157894736842119521,0,228.34619400000002543ms
11,1.1111111111111104944,1.3333333333333337035,0,210.26181600000001027ms
11,1.1142857142857138797,1.2500000000000022205,3,435.69738300000000209ms
11,1.125,1.2857142857142862536,2,283.2851680000000556ms
11,1.1052631578947360592,1.3157894736842101758,0,255.9178980000000081ms
11,1.1052631578947365032,1.3157894736842110639,0,286.1904980000000478ms
11,1.125,1.3333333333333337035,3,302.97864800000002106ms
11,1.124999999999999556,1.3333333333333334814,2,225.44777800000002799ms
11,1.124999999999999778,1.3333333333333337035,2,342.11114800000001424ms
11,1.1111111111111111605,1.3333333333333339255,0,217.98550000000000182ms
11,1.1111111111111107164,1.3333333333333339255,0,247.86321200000000431ms
11,1.0909090909090906064,1.2727272727272731512,0,259.42576900000000251ms
11,1.0909090909090906064,1.2727272727272731512,0,284.79811100000000579ms
11,1.0909090909090903843,1.2727272727272729292,0,238.16425000000000978ms
11,1.0909090909090906064,1.2727272727272733733,0,264.65644400000002179ms
11,1.1034482758620685062,1.3103448275862072948,0,327.1099500000000262ms
11,1.0909090909090903843,1.2727272727272727071,0,242.83857100000000174ms
11,1.1052631578947365032,1.3157894736842106199,0,286.32592000000005328ms
11,1.1052631578947365032,1.3157894736842110639,0,278.49232800000004318ms
11,1.125,1.2857142857142862536,3,302.13197700000000623ms
11,1.1111111111111102723,1.3333333333333334814,0,222.47892100000001392ms
11,1.0909090909090903843,1.2727272727272727071,0,285.49063200000000507ms
11,1.1111111111111107164,1.3333333333333339255,0,252.88731100000001107ms
11,1.1111111111111109385,1.3333333333333337035,0,202.99796300000002703ms
11,1.125,1.3214285714285716189,3,334.14320900000001303ms
11,1.0909090909090906064,1.2727272727272735953,0,241.8055320000000279ms
11,1.1052631578947362812,1.3157894736842106199,0,232.40882000000001995ms
11,1.0909090909090901623,1.2727272727272727071,0,252.00845900000001621ms
11,1.0909090909090906064,1.2727272727272731512,0,264.71643500000004679ms
11,1.1052631578947365032,1.315789473684211286,0,228.32247500000002561ms
11,1.0980392156862741615,1.2941176470588242609,0,252.14611000000002151ms
11,1.0909090909090901623,1.2727272727272727071,0,208.41780600000001301ms
11,1.0769230769230766498,1.2307692307692312817,0,196.82557000000002745ms
11,1.0909090909090901623,1.2727272727272727071,0,210.14280500000000985ms
11,1.0909090909090903843,1.2727272727272729292,0,238.29715900000002194ms
11,1.0909090909090906064,1.2727272727272738174,0,244.56443600000000061ms
11,1.0769230769230770939,1.2307692307692317258,0,221.87745100000000776ms
11,1.0909090909090903843,1.2727272727272727071,0,304.78149100000001682ms
11,1.0909090909090901623,1.2727272727272724851,0,240.60248400000000402ms
11,1.0909090909090903843,1.2727272727272733733,0,264.08565100000004123ms
11,1.1052631578947365032,1.3157894736842106199,0,300.21245300000003909ms
11,1.1111111111111104944,1.3333333333333334814,0,248.98783200000002581ms
11,1.1111111111111107164,1.3333333333333339255,0,220.4214290000000176ms
11,1.125,1.2857142857142864756,3,320.0926920000000564ms
11,1.1111111111111107164,1.3333333333333334814,0,174.09787400000001867ms
11,1.1052631578947365032,1.315789473684211508,0,195.08802300000002106ms
11,1.1000000000000000889,1.3000000000000009326,0,227.29389500000002045ms
11,1.1111111111111107164,1.3333333333333334814,0,189.84860300000002554ms
11,1.1111111111111107164,1.3333333333333334814,0,185.31902900000000046ms
11,1.0909090909090906064,1.2727272727272733733,0,239.20841200000000982ms
11,1.1111111111111107164,1.3333333333333334814,0,195.65475500000002285ms
11,1.1111111111111107164,1.3333333333333339255,0,180.35111100000000306ms
11,1.1052631578947362812,1.3157894736842103978,0,257.99081400000000031ms
11,1.1111111111111109385,1.3333333333333341475,0,207.3024120000000039ms
11,1.1111111111111102723,1.3333333333333328153,0,241.3432780000000264ms
11,1.1111111111111107164,1.3333333333333337035,0,216.83389200000002007ms
11,1.0999999999999998668,1.3000000000000004885,0,233.336781000000002ms
11,1.125,1.3333333333333339255,4,346.75880700000004709ms
11,1.125,1.3333333333333337035,4,403.31782100000003766ms
11,1.1111111111111111605,1.3333333333333341475,0,196.43291100000001848ms
11,1.0769230769230764278,1.2307692307692312817,0,191.84100100000000567ms
11,1.0909090909090903843,1.2727272727272729292,0,246.62748100000001728ms
11,1.0909090909090903843,1.2727272727272727071,0,231.52852400000000444ms
11,1.1052631578947365032,1.315789473684211508,0,220.40300800000002824ms
11,1.079999999999999627,1.2400000000000006573,0,214.81020500000002472ms
11,1.0909090909090903843,1.2727272727272729292,0,262.85117800000000444ms
11,1.0769230769230766498,1.2307692307692308376,0,239.53287900000000832ms
11,1.079999999999999627,1.2400000000000004353,0,207.37642300000001683ms
11,1.124999999999999778,1.2857142857142862536,3,313.48171300000001339ms
11,1.1052631578947365032,1.3157894736842110639,0,247.5177420000000268ms
11,1.1111111111111109385,1.3333333333333341475,0,202.18720800000002669ms
11,1.0909090909090901623,1.272727272727272263,0,293.64698000000004186ms
11,1.1052631578947365032,1.3157894736842110639,0,257.18825100000003659ms
11,1.0909090909090901623,1.2727272727272724851,0,270.86113300000005211ms
11,1.1111111111111109385,1.3333333333333334814,0,245.17706400000000145ms
11,1.1052631578947362812,1.3157894736842106199,0,277.33175000000005639ms
11,1.1111111111111109385,1.3333333333333341475,0,191.74456300000002785ms
11,1.1052631578947365032,1.3157894736842110639,0,210.01961400000001846ms
11,1.1111111111111107164,1.3333333333333334814,0,181.27509500000002163ms
11,1.0952380952380948998,1.2857142857142866977,0,349.17682700000000296ms
11,1.1111111111111107164,1.3333333333333337035,0,238.86562100000000442ms
11,1.1111111111111109385,1.3333333333333337035,0,203.4910560000000146ms
11,1.1250000000000002221,1.2857142857142864756,4,393.61906800000002705ms
11,1.0909090909090901623,1.272727272727272041,0,258.18937100000005103ms
11,1.0909090909090901623,1.272727272727272041,0,289.80305000000004157ms
11,1.0999999999999994227,1.3000000000000004885,0,297.45955800000001546ms
11,1.0857142857142854098,1.2571428571428580057,0,271.777733000000012ms
11,1.124999999999999556,1.3333333333333339255,3,422.14106200000003355ms
11,1.079999999999999627,1.2400000000000006573,0,217.90350000000000819ms
11,1.124999999999999778,1.3333333333333337035,5,478.97684800000001815ms
11,1.1111111111111109385,1.3333333333333337035,0,253.31424400000000219ms
11,1.1111111111111107164,1.3333333333333334814,0,184.8740550000000269ms
11,1.1052631578947365032,1.3157894736842106199,0,191.37297800000001758ms
11,1.1111111111111109385,1.3333333333333337035,0,206.85667900000001396ms
11,1.1052631578947362812,1.3157894736842108419,0,197.63297600000001353ms
11,1.0909090909090906064,1.2727272727272733733,0,263.92809000000005427ms
11,1.0999999999999996448,1.3000000000000007106,0,218.92262000000002332ms
11,1.079999999999999627,1.2400000000000006573,0,216.17629200000001788ms
11,1.124999999999999778,1.3333333333333339255,3,311.2429400000000328ms
11,1.0909090909090903843,1.2727272727272733733,0,223.70523900000000595ms
11,1.1052631578947365032,1.315789473684211286,0,219.26143400000000839ms
11,1.0909090909090903843,1.2727272727272729292,0,203.89918700000001195ms
11,1.124999999999999778,1.2857142857142862536,2,274.30280800000002728ms
11,1.1052631578947365032,1.315789473684211286,0,243.60531300000002375ms
11,1.124999999999999556,1.2857142857142858095,1,234.99433400000000916ms
11,1.1111111111111109385,1.3333333333333337035,0,224.76661700000002498ms
11,1.1111111111111107164,1.3333333333333337035,0,210.92001200000001405ms
11,1.1111111111111107164,1.3333333333333337035,0,208.61597800000001258ms
11,1.1052631578947362812,1.315789473684211286,0,256.62308500000000322ms
11,1.0999999999999994227,1.3000000000000007106,0,236.54824900000002686ms
11,1.1111111111111111605,1.3333333333333339255,0,215.52861500000000206ms
11,1.1111111111111107164,1.3333333333333334814,0,282.72346000000004552ms
11,1.124999999999999556,1.3333333333333337035,2,251.65429600000001643ms
11,1.0999999999999994227,1.3000000000000004885,0,280.5585760000000164ms
11,1.0999999999999994227,1.3000000000000004885,0,282.45651000000003706ms
11,1.1034482758620685062,1.3103448275862068507,0,330.01889100000005329ms
11,1.0909090909090906064,1.2727272727272731512,0,306.05047800000005509ms
11,1.125,1.3333333333333337035,2,258.86601900000005117ms
11,1.124999999999999778,1.2857142857142860315,2,215.17361600000000977ms
11,1.0909090909090903843,1.2727272727272727071,0,248.6795280000000048ms
11,1.1111111111111109385,1.3333333333333339255,0,197.08005300000002081ms
11,1.1052631578947365032,1.3157894736842110639,0,273.21381700000000592ms
11,1.124999999999999778,1.3333333333333345916,3,428.66290000000003602ms
11,1.0909090909090901623,1.2727272727272724851,0,305.0671570000000088ms
11,1.125,1.2857142857142866977,2,338.19030900000001339ms
11,1.1250000000000004441,1.2857142857142860315,2,282.01480600000002142ms
11,1.1111111111111107164,1.3333333333333334814,0,232.8050150000000258ms
11,1.0999999999999994227,1.3000000000000002665,0,305.08000800000002073ms
11,1.1111111111111109385,1.3333333333333339255,0,200.40143100000000232ms
11,1.1111111111111113825,1.3333333333333348137,0,223.31487200000000826ms
11,1.0833333333333328153,1.2500000000000013323,0,239.37157300000001215ms
11,1.0909090909090906064,1.2727272727272733733,0,271.07146700000004103ms
11,1.125,1.2857142857142862536,2,233.60763900000000604ms
11,1.1052631578947365032,1.3157894736842106199,0,208.30876300000002744ms
11,1.0909090909090903843,1.2727272727272729292,0,272.79788600000000543ms
11,1.0999999999999996448,1.3000000000000002665,0,271.41910500000000184ms
11,1.1052631578947365032,1.2105263157894750048,0,248.49526900000000751ms
11,1.1052631578947365032,1.315789473684211286,0,266.97158800000005386ms
11,1.1052631578947362812,1.3157894736842103978,0,270.88404800000000706ms
11,1.1052631578947365032,1.2631578947368427013,0,273.10768600000000106ms
11,1.0909090909090906064,1.2727272727272727071,0,329.85411300000004076ms
11,1.1034482758620689503,1.3103448275862077388,0,311.06918600000000197ms
11,1.124999999999999778,1.2857142857142864756,1,232.49413900000001832ms
11,1.124999999999999778,1.3333333333333339255,2,241.32251100000001998ms
11,1.1428571428571425717,1.3333333333333337035,1,194.31644100000002596ms
11,1.1428571428571425717,1.3333333333333337035,2,278.90204400000004626ms
11,1.124999999999999556,1.3333333333333332594,2,269.25964200000004212ms
11,1.1111111111111107164,1.3333333333333339255,0,244.82559300000002623ms
11,1.1111111111111111605,1.3333333333333343696,0,228.09018100000000118ms
11,1.1111111111111107164,1.3333333333333339255,0,248.3478020000000015ms
11,1.1111111111111111605,1.3333333333333339255,0,221.38537700000000541ms
11,1.125,1.2857142857142858095,3,343.55577900000002956ms
11,1.1052631578947362812,1.3157894736842108419,0,223.6629270000000247ms
11,1.1052631578947365032,1.3157894736842110639,0,207.32895400000001019ms
11,1.0833333333333330373,1.2500000000000002221,0,249.30339900000001308ms
11,1.1111111111111107164,1.3333333333333339255,0,246.93569300000001477ms
11,1.1428571428571425717,1.3333333333333334814,2,358.84272300000003498ms
11,1.1052631578947365032,1.315789473684211508,0,246.69457600000001208ms
11,1.1111111111111109385,1.3333333333333343696,0,239.39198400000000789ms
11,1.1111111111111109385,1.3333333333333341475,0,188.73219800000001101ms
11,1.1428571428571430158,1.3333333333333339255,2,301.08066800000000285ms
11,1.125,1.2857142857142858095,1,293.05584700000002841ms
11,1.1052631578947362812,1.3157894736842106199,0,287.76042900000004466ms
11,1.124999999999999556,1.3333333333333339255,3,345.29453400000005559ms
11,1.1052631578947365032,1.3157894736842110639,0,231.37191700000002471ms
11,1.125,1.2500000000000006662,3,324.58992100000000392ms
11,1.1052631578947365032,1.3157894736842117301,0,212.45018000000001735ms
11,1.1111111111111111605,1.3333333333333350357,0,186.19812000000001718ms
11,1.1142857142857143238,1.2666666666666668295,4,686.32455400000003465ms
11,1.1428571428571425717,1.2857142857142862536,1,279.56227500000005648ms
11,1.0909090909090906064,1.2727272727272733733,0,215.5781480000000272ms
11,1.0909090909090901623,1.2727272727272729292,0,237.72399800000002302ms
11,1.1052631578947365032,1.315789473684211508,0,213.77782800000002795ms
11,1.0769230769230764278,1.2307692307692310596,0,193.27241800000001604ms
11,1.0909090909090903843,1.2727272727272729292,0,197.57738700000001586ms
11,1.0909090909090906064,1.2727272727272731512,0,206.42564600000000042ms
11,1.125,1.3142857142857145015,2,269.84194500000000972ms
11,1.124999999999999778,1.3333333333333339255,2,199.93546600000001945ms
11,1.124999999999999778,1.2857142857142862536,1,255.89672200000001113ms
