idx,opt_plus,gap_plus,runtime
0,0.91111111111111153794,1.0975609756097557402,82.136436000000003333ms
1,0.91111111111111153794,1.0975609756097557402,67.880397000000002095ms
2,0.87500000000000044409,1.1428571428571423497,48.478174000000002764ms
3,0.8888888888888890616,1.125,47.15289000000000641ms
4,0.90476190476190532231,1.1052631578947362812,53.645410000000005369ms
5,0.88461538461538469225,1.1304347826086955653,65.647602000000006229ms
6,0.88888888888888895057,1.125,41.58739900000000489ms
7,0.88888888888888917262,1.124999999999999778,49.824896000000002517ms
8,0.88888888888888917262,1.124999999999999778,55.622299000000005265ms
9,0.90000000000000024425,1.1111111111111109385,53.966099000000006925ms
10,0.90000000000000024425,1.1111111111111109385,43.681103000000000237ms
11,0.88888888888888917262,1.124999999999999778,44.914238000000004548ms
12,0.8888888888888890616,1.125,45.843200000000003059ms
13,0.90476190476190532231,1.1052631578947362812,51.845225000000006333ms
14,0.90476190476190532231,1.1052631578947362812,60.037188000000000443ms
15,0.87500000000000033307,1.1428571428571425717,46.456450000000003798ms
16,0.8846153846153849143,1.1304347826086953433,70.424051000000005729ms
17,0.8846153846153849143,1.1304347826086953433,57.064071000000005541ms
18,0.90000000000000024425,1.1111111111111109385,57.385952000000003182ms
19,0.88888888888888917262,1.124999999999999778,41.686823000000003959ms
20,0.89999999999999991119,1.1111111111111113825,45.39233400000000529ms
21,0.87500000000000033307,1.1428571428571425717,46.096320000000005735ms
22,0.88888888888888917262,1.124999999999999778,47.842650000000006117ms
23,0.89743589743589791131,1.1142857142857138797,43.142056000000003735ms
24,0.90476190476190521129,1.1052631578947365032,72.166904000000002384ms
25,0.89743589743589791131,1.1142857142857138797,70.301989000000006059ms
26,0.9000000000000004663,1.1111111111111107164,56.330770000000001119ms
27,0.90476190476190521129,1.1052631578947365032,53.402180000000001315ms
28,0.89743589743589791131,1.1142857142857138797,61.861951000000004797ms
29,0.90476190476190532231,1.1052631578947362812,45.404596000000005063ms
30,0.88888888888888939466,1.124999999999999556,44.260933000000001414ms
31,0.88888888888888928364,1.124999999999999556,40.695863000000002785ms
32,0.91111111111111164896,1.0975609756097555181,53.652310000000007051ms
33,0.88461538461538480327,1.1304347826086955653,50.364405000000004975ms
34,0.9000000000000004663,1.1111111111111107164,61.581366000000002714ms
35,0.90476190476190521129,1.1052631578947365032,57.7336130000000054ms
36,0.91666666666666707375,1.0909090909090906064,71.198559000000003039ms
37,0.91111111111111153794,1.0975609756097557402,60.617464000000005342ms
38,0.90476190476190532231,1.1052631578947362812,56.189290000000006842ms
39,0.90000000000000035528,1.1111111111111107164,53.119901000000005809ms
40,0.88888888888888928364,1.124999999999999556,39.095151000000001318ms
41,0.90000000000000035528,1.1111111111111107164,54.137829000000003533ms
42,0.89743589743589780028,1.1142857142857138797,48.540296000000004995ms
43,0.90476190476190521129,1.1052631578947365032,59.855544000000001859ms
44,0.89743589743589780028,1.1142857142857138797,48.269401000000002ms
45,0.90000000000000035528,1.1111111111111107164,53.1372260000000054ms
46,0.90476190476190521129,1.1052631578947365032,49.393032000000005156ms
47,0.90000000000000035528,1.1111111111111107164,51.776205000000004475ms
48,0.9000000000000004663,1.1111111111111107164,46.17535800000000279ms
49,0.90476190476190532231,1.1052631578947362812,51.180666000000002214ms
50,0.90909090909090961575,1.0999999999999994227,57.55806200000000672ms
51,0.91666666666666740682,1.0909090909090901623,67.404570000000006758ms
52,0.90476190476190532231,1.1052631578947362812,45.576673000000006653ms
53,0.91666666666666718478,1.0909090909090903843,59.826036000000001991ms
54,0.90476190476190543333,1.1052631578947360592,52.065936000000000661ms
55,0.90000000000000057732,1.1111111111111104944,63.649660000000004346ms
56,0.90476190476190521129,1.1052631578947365032,53.062531000000006998ms
57,0.90909090909090950472,1.0999999999999996448,50.775019000000000347ms
58,0.90000000000000035528,1.1111111111111107164,50.13279000000000707ms
59,0.88095238095238115328,1.1351351351351350872,83.194096000000001823ms
60,0.90000000000000024425,1.1111111111111109385,45.73268900000000059ms
61,0.90476190476190510026,1.1052631578947365032,66.746528000000012071ms
62,0.90000000000000035528,1.1111111111111107164,47.815554000000005886ms
63,0.90476190476190532231,1.1052631578947362812,58.250012000000005231ms
64,0.9000000000000004663,1.1111111111111107164,57.498277000000001636ms
65,0.90000000000000035528,1.1111111111111107164,49.531913000000002967ms
66,0.90000000000000024425,1.1111111111111109385,48.189486000000002264ms
67,0.90000000000000013323,1.1111111111111111605,60.260789000000002603ms
68,0.88235294117647089518,1.1333333333333330817,83.170691000000005034ms
69,0.88888888888888917262,1.124999999999999778,43.498525000000000774ms
70,0.90000000000000024425,1.1111111111111109385,52.25602900000000517ms
71,0.90476190476190521129,1.1052631578947365032,50.133092000000004874ms
72,0.90000000000000013323,1.1111111111111111605,44.2820080000000047ms
73,0.90476190476190521129,1.1052631578947365032,45.682882000000006429ms
74,0.88461538461538480327,1.1304347826086955653,65.741957000000013523ms
75,0.91666666666666718478,1.0909090909090903843,65.549924000000004299ms
76,0.88888888888888928364,1.124999999999999556,58.063919000000005611ms
77,0.90000000000000024425,1.1111111111111109385,45.382172000000004176ms
78,0.90476190476190532231,1.1052631578947362812,46.863553000000003124ms
79,0.9166666666666672958,1.0909090909090901623,49.835127000000007059ms
80,0.90000000000000035528,1.1111111111111107164,51.01583800000000224ms
81,0.8888888888888890616,1.125,55.874932000000001154ms
82,0.9000000000000004663,1.1111111111111107164,63.925943000000003736ms
83,0.90000000000000024425,1.1111111111111109385,60.445504000000006784ms
84,0.90909090909090950472,1.0999999999999996448,63.229442000000005919ms
85,0.91111111111111164896,1.0975609756097555181,54.996790000000004284ms
86,0.90476190476190543333,1.1052631578947360592,56.270087000000003741ms
87,0.88888888888888917262,1.124999999999999778,57.707676000000006412ms
88,0.90000000000000057732,1.1111111111111104944,44.589796000000006871ms
89,0.9000000000000004663,1.1111111111111107164,45.374596000000003926ms
90,0.9166666666666672958,1.0909090909090901623,48.495300000000000296ms
91,0.90000000000000035528,1.1111111111111107164,44.869793000000001371ms
92,0.90000000000000013323,1.1111111111111111605,47.142852000000004864ms
93,0.9166666666666672958,1.0909090909090901623,63.805749000000005822ms
94,0.9166666666666672958,1.0909090909090901623,55.151631000000001848ms
95,0.91666666666666707375,1.0909090909090906064,58.676762000000003639ms
96,0.90000000000000024425,1.1111111111111109385,48.599024000000000001ms
97,0.9000000000000004663,1.1111111111111107164,48.053255000000000053ms
98,0.91666666666666696273,1.0909090909090906064,69.332395000000005326ms
99,0.91666666666666740682,1.0909090909090901623,58.919775000000001342ms
100,0.90476190476190510026,1.1052631578947365032,51.258259000000002459ms
101,0.90476190476190532231,1.1052631578947362812,49.453625000000002388ms
102,0.91666666666666740682,1.0909090909090901623,52.018017000000000394ms
103,0.90476190476190543333,1.1052631578947360592,63.805161000000005345ms
104,0.91666666666666707375,1.0909090909090906064,58.187934000000005597ms
105,0.90476190476190521129,1.1052631578947365032,51.293988000000005912ms
106,0.88888888888888917262,1.124999999999999778,53.99985900000000072ms
107,0.91666666666666707375,1.0909090909090906064,52.132811000000003788ms
108,0.90000000000000035528,1.1111111111111107164,52.567270000000000608ms
109,0.9000000000000004663,1.1111111111111107164,46.202435000000001253ms
110,0.90000000000000024425,1.1111111111111109385,49.764314000000005934ms
111,0.91666666666666718478,1.0909090909090903843,66.049922000000009348ms
112,0.87500000000000022205,1.1428571428571425717,51.178699000000001718ms
113,0.90476190476190521129,1.1052631578947365032,60.162320000000001131ms
114,0.9000000000000004663,1.1111111111111107164,60.769266000000001782ms
115,0.92592592592592637413,1.079999999999999627,56.626262000000004094ms
116,0.9166666666666672958,1.0909090909090901623,55.963396000000003028ms
117,0.90000000000000024425,1.1111111111111109385,45.022440000000003125ms
118,0.88888888888888939466,1.124999999999999556,55.283180000000001542ms
119,0.91666666666666718478,1.0909090909090903843,60.025013000000001285ms
120,0.9166666666666672958,1.0909090909090901623,53.816028000000002863ms
121,0.9166666666666672958,1.0909090909090901623,54.309686000000006346ms
122,0.8846153846153849143,1.1304347826086953433,55.345136000000003663ms
123,0.9000000000000004663,1.1111111111111107164,48.744138000000006628ms
124,0.91111111111111153794,1.0975609756097557402,71.688184000000006791ms
125,0.90476190476190498924,1.1052631578947367253,57.708550000000002456ms
126,0.90000000000000024425,1.1111111111111109385,42.338416000000002271ms
127,0.91666666666666718478,1.0909090909090903843,64.557985000000002174ms
128,0.90000000000000024425,1.1111111111111109385,47.774460000000004812ms
129,0.90909090909090928268,1.0999999999999998668,65.367809000000008269ms
130,0.90000000000000035528,1.1111111111111107164,50.349164000000001807ms
131,0.9166666666666672958,1.0909090909090901623,63.195600000000005992ms
132,0.90000000000000035528,1.1111111111111107164,41.15143300000000437ms
133,0.8888888888888890616,1.125,45.822341000000001543ms
134,0.89743589743589802233,1.1142857142857136577,52.568020000000004189ms
135,0.88888888888888928364,1.124999999999999556,55.530132000000001824ms
136,0.9000000000000004663,1.1111111111111107164,47.417099000000000331ms
137,0.89743589743589768926,1.1142857142857141018,64.032546000000010622ms
138,0.90476190476190521129,1.1052631578947365032,51.493671000000006189ms
139,0.91666666666666718478,1.0909090909090903843,66.266760000000004994ms
140,0.90476190476190521129,1.1052631578947365032,61.133719000000006361ms
141,0.91666666666666718478,1.0909090909090903843,61.377974000000001809ms
142,0.90476190476190521129,1.1052631578947365032,43.774109000000002823ms
143,0.90476190476190521129,1.1052631578947365032,52.434802000000004796ms
144,0.90000000000000024425,1.1111111111111109385,60.989352000000003784ms
145,0.88888888888888895057,1.125,46.013690000000003977ms
146,0.9000000000000004663,1.1111111111111107164,60.342877000000001431ms
147,0.9000000000000004663,1.1111111111111107164,51.352340000000005205ms
148,0.90476190476190532231,1.1052631578947362812,61.538921000000001982ms
149,0.88888888888888917262,1.124999999999999778,35.050696000000002073ms
150,0.9166666666666672958,1.0909090909090901623,51.550995000000000346ms
151,0.90476190476190510026,1.1052631578947365032,51.227633000000004416ms
152,0.91666666666666718478,1.0909090909090903843,54.567308000000004143ms
153,0.90476190476190532231,1.1052631578947362812,55.988773000000001901ms
154,0.90000000000000024425,1.1111111111111109385,38.830927000000002636ms
155,0.90625000000000055512,1.1034482758620685062,62.745836000000004163ms
156,0.8888888888888890616,1.125,50.904137000000005742ms
157,0.88888888888888917262,1.124999999999999778,41.585084000000001936ms
158,0.90000000000000035528,1.1111111111111107164,47.709531000000005463ms
159,0.90000000000000057732,1.1111111111111104944,49.707874000000003889ms
160,0.91666666666666718478,1.0909090909090903843,55.207065000000000055ms
161,0.88888888888888928364,1.124999999999999556,48.647625000000005003ms
162,0.90476190476190521129,1.1052631578947365032,55.88753000000000526ms
163,0.91666666666666685171,1.0909090909090908284,60.068714000000007048ms
164,0.90000000000000024425,1.1111111111111109385,47.618301000000002432ms
165,0.88888888888888895057,1.125,50.030634000000006268ms
166,0.92592592592592626311,1.079999999999999627,48.634709000000000856ms
167,0.90000000000000024425,1.1111111111111109385,45.745909000000004597ms
168,0.91666666666666718478,1.0909090909090903843,53.702964000000001477ms
169,0.90476190476190532231,1.1052631578947362812,55.621422000000002584ms
170,0.90000000000000013323,1.1111111111111111605,47.243444000000003769ms
171,0.9166666666666672958,1.0909090909090901623,53.887838000000002126ms
172,0.90000000000000035528,1.1111111111111107164,46.018924000000005492ms
173,0.90476190476190532231,1.1052631578947362812,48.315340000000006171ms
174,0.9259259259259267072,1.0799999999999991829,59.392039000000004024ms
175,0.90476190476190532231,1.1052631578947362812,52.765779000000001986ms
176,0.90000000000000024425,1.1111111111111109385,48.529425000000003366ms
177,0.90476190476190532231,1.1052631578947362812,59.738279000000005681ms
178,0.90000000000000035528,1.1111111111111107164,52.335444000000002518ms
179,0.91666666666666696273,1.0909090909090906064,65.168317000000001827ms
180,0.9000000000000004663,1.1111111111111107164,56.258264000000004046ms
181,0.90476190476190521129,1.1052631578947365032,57.701759000000002687ms
182,0.91111111111111164896,1.0975609756097555181,64.189849000000009483ms
183,0.9166666666666672958,1.0909090909090901623,69.275795000000002233ms
184,0.90000000000000057732,1.1111111111111104944,52.520656000000002451ms
185,0.8888888888888890616,1.125,53.677622000000006608ms
186,0.90000000000000013323,1.1111111111111111605,49.022391000000006045ms
187,0.86956521739130454574,1.1499999999999999112,44.319320000000004712ms
188,0.90476190476190510026,1.1052631578947365032,47.45610000000000639ms
189,0.88888888888888939466,1.124999999999999556,48.097758000000006007ms
190,0.9166666666666672958,1.0909090909090901623,74.091882000000012454ms
191,0.90476190476190521129,1.1052631578947365032,56.493760000000001754ms
192,0.90000000000000035528,1.1111111111111107164,40.451214000000000227ms
193,0.90000000000000035528,1.1111111111111107164,44.03113400000000155ms
194,0.90476190476190510026,1.1052631578947365032,50.241235000000003197ms
195,0.89473684210526349681,1.1176470588235289938,46.229815000000002101ms
196,0.90476190476190521129,1.1052631578947365032,48.364413000000006094ms
197,0.90476190476190521129,1.1052631578947365032,68.804354000000003567ms
198,0.90000000000000035528,1.1111111111111107164,42.489804000000006568ms
199,0.90476190476190521129,1.1052631578947365032,50.820058000000003063ms
200,0.91666666666666718478,1.0909090909090903843,58.131946000000006336ms
201,0.9000000000000004663,1.1111111111111107164,50.827698000000005152ms
202,0.8888888888888890616,1.125,62.994299000000005151ms
203,0.90476190476190510026,1.1052631578947365032,52.498913000000001717ms
204,0.90909090909090961575,1.0999999999999994227,50.572848000000000468ms
205,0.90476190476190521129,1.1052631578947365032,52.000618000000002895ms
206,0.8888888888888890616,1.125,46.916612000000000649ms
207,0.90000000000000035528,1.1111111111111107164,33.650503000000000498ms
208,0.88888888888888917262,1.124999999999999778,43.236054000000002873ms
209,0.90476190476190543333,1.1052631578947360592,76.19342800000001148ms
210,0.9166666666666672958,1.0909090909090901623,64.633001000000007253ms
211,0.90476190476190554435,1.1052631578947360592,48.754088000000002979ms
212,0.90000000000000035528,1.1111111111111107164,51.328972000000000265ms
213,0.88888888888888939466,1.124999999999999556,52.321780000000003952ms
214,0.90000000000000035528,1.1111111111111107164,48.485944000000003485ms
215,0.87500000000000011103,1.1428571428571427938,46.127209000000000572ms
216,0.90476190476190532231,1.1052631578947362812,49.436952000000005115ms
217,0.90476190476190532231,1.1052631578947362812,51.381735000000006153ms
218,0.90000000000000013323,1.1111111111111111605,50.253019000000001882ms
219,0.90476190476190543333,1.1052631578947360592,60.248281000000005748ms
220,0.90476190476190510026,1.1052631578947365032,60.550521000000003369ms
221,0.90476190476190521129,1.1052631578947365032,59.178163000000004957ms
222,0.9000000000000004663,1.1111111111111107164,48.96104400000000112ms
223,0.91666666666666718478,1.0909090909090903843,62.867669000000006463ms
224,0.90476190476190521129,1.1052631578947365032,51.331852000000004921ms
225,0.8888888888888890616,1.125,52.587025000000004127ms
226,0.89743589743589780028,1.1142857142857138797,53.244128000000003454ms
227,0.90476190476190543333,1.1052631578947360592,53.77088200000000029ms
228,0.90476190476190532231,1.1052631578947362812,61.597564000000005536ms
229,0.9000000000000004663,1.1111111111111107164,64.319946000000001618ms
230,0.90000000000000035528,1.1111111111111107164,47.974274000000001195ms
231,0.90476190476190510026,1.1052631578947365032,57.158372000000007063ms
232,0.90000000000000035528,1.1111111111111107164,47.395114000000006627ms
233,0.89743589743589780028,1.1142857142857138797,56.583022000000006813ms
234,0.90476190476190532231,1.1052631578947362812,50.867630000000005453ms
235,0.88888888888888917262,1.124999999999999778,61.739584000000000686ms
236,0.90476190476190521129,1.1052631578947365032,47.863183000000006473ms
237,0.90476190476190521129,1.1052631578947365032,46.94265500000000202ms
238,0.90476190476190532231,1.1052631578947362812,74.466970000000003438ms
239,0.88888888888888917262,1.124999999999999778,44.335535000000000139ms
240,0.86956521739130476779,1.1499999999999994671,73.763501000000005093ms
241,0.90769230769230835332,1.1016949152542365731,77.406142000000002668ms
242,0.90000000000000068834,1.1111111111111102723,37.057548000000004152ms
243,0.92592592592592637413,1.079999999999999627,73.700664000000003285ms
244,0.90000000000000068834,1.1111111111111102723,46.107127000000005524ms
245,0.90476190476190521129,1.1052631578947365032,50.602575000000001638ms
246,0.8888888888888890616,1.125,49.645381000000000427ms
247,0.92105263157894767812,1.0857142857142854098,80.186767000000003236ms
248,0.90000000000000024425,1.1111111111111109385,72.960747000000012009ms
249,0.91666666666666685171,1.0909090909090908284,59.230180000000004271ms
250,0.90476190476190543333,1.1052631578947360592,52.373787000000000092ms
251,0.9166666666666672958,1.0909090909090901623,50.936440000000004603ms
252,0.90476190476190532231,1.1052631578947362812,54.366511000000002696ms
253,0.90476190476190521129,1.1052631578947365032,55.870051000000003683ms
254,0.91666666666666718478,1.0909090909090903843,49.851304000000006056ms
255,0.90476190476190510026,1.1052631578947365032,63.064846000000002846ms
256,0.9166666666666672958,1.0909090909090901623,60.605505000000000849ms
257,0.90476190476190543333,1.1052631578947360592,60.009801000000003058ms
258,0.91666666666666718478,1.0909090909090903843,64.943877000000000522ms
259,0.90000000000000035528,1.1111111111111107164,46.109045000000001835ms
260,0.9000000000000004663,1.1111111111111107164,60.079896000000005075ms
261,0.90000000000000035528,1.1111111111111107164,54.556949000000003025ms
262,0.8888888888888890616,1.125,55.105352000000003443ms
263,0.9166666666666672958,1.0909090909090901623,64.787797000000011849ms
264,0.90476190476190521129,1.1052631578947365032,54.329070000000001528ms
265,0.90000000000000035528,1.1111111111111107164,57.534002000000000976ms
266,0.88888888888888917262,1.124999999999999778,46.248257000000002393ms
267,0.91666666666666740682,1.0909090909090901623,63.158911000000003356ms
268,0.90476190476190532231,1.1052631578947362812,49.256406000000005463ms
269,0.90476190476190521129,1.1052631578947365032,58.430027000000002602ms
270,0.90000000000000024425,1.1111111111111109385,49.801040000000000419ms
271,0.90000000000000013323,1.1111111111111111605,60.406023000000004686ms
272,0.88888888888888895057,1.125,52.840841000000004613ms
273,0.90000000000000013323,1.1111111111111111605,39.013610000000007006ms
274,0.92592592592592637413,1.079999999999999627,57.710377000000001147ms
275,0.90769230769230835332,1.1016949152542365731,66.608733000000000857ms
276,0.85714285714285753937,1.1666666666666662966,48.496736000000005618ms
277,0.90476190476190521129,1.1052631578947365032,51.628364000000004808ms
278,0.91666666666666740682,1.0909090909090901623,47.582541000000006193ms
279,0.92592592592592637413,1.079999999999999627,64.617244000000013671ms
280,0.90476190476190543333,1.1052631578947360592,57.538273000000003777ms
281,0.88888888888888917262,1.124999999999999778,67.760661000000013133ms
282,0.88888888888888883955,1.1250000000000002221,50.646124000000000365ms
283,0.88888888888888917262,1.124999999999999778,50.752274000000006993ms
284,0.90000000000000013323,1.1111111111111111605,54.25760200000000566ms
285,0.90000000000000035528,1.1111111111111107164,51.780384000000005074ms
286,0.91666666666666740682,1.0909090909090901623,54.299415000000003318ms
287,0.91666666666666707375,1.0909090909090906064,62.164021000000005302ms
288,0.90476190476190532231,1.1052631578947362812,54.615085000000000548ms
289,0.90476190476190521129,1.1052631578947365032,55.901616000000004192ms
290,0.8888888888888890616,1.125,45.702494000000001507ms
291,0.90000000000000035528,1.1111111111111107164,49.627389000000000863ms
292,0.9000000000000004663,1.1111111111111107164,50.419882000000001199ms
293,0.85000000000000031087,1.1764705882352937128,66.324127000000004273ms
294,0.9166666666666672958,1.0909090909090901623,80.140360000000001151ms
295,0.90476190476190532231,1.1052631578947362812,65.457572000000013191ms
296,0.91666666666666718478,1.0909090909090903843,56.491450000000000387ms
297,0.9166666666666672958,1.0909090909090901623,54.313217000000001633ms
298,0.91666666666666718478,1.0909090909090903843,73.859192000000007284ms
299,0.90000000000000024425,1.1111111111111109385,54.696607000000000199ms
300,0.9000000000000004663,1.1111111111111107164,46.137635000000003061ms
301,0.90000000000000013323,1.1111111111111111605,52.677775000000004014ms
302,0.90000000000000024425,1.1111111111111109385,58.641823000000002253ms
303,0.90000000000000024425,1.1111111111111109385,54.301431000000000893ms
304,0.9000000000000004663,1.1111111111111107164,54.096289000000005843ms
305,0.88888888888888895057,1.125,52.742794000000003508ms
306,0.90000000000000035528,1.1111111111111107164,43.15602100000000263ms
307,0.91666666666666707375,1.0909090909090906064,57.904556000000006578ms
308,0.90476190476190532231,1.1052631578947362812,48.220007000000002507ms
309,0.90476190476190521129,1.1052631578947365032,56.762061000000002764ms
310,0.90476190476190532231,1.1052631578947362812,53.842053000000007046ms
311,0.90000000000000024425,1.1111111111111109385,45.478100000000004855ms
312,0.90000000000000013323,1.1111111111111111605,38.235648000000004743ms
313,0.90476190476190532231,1.1052631578947362812,55.540208000000006905ms
314,0.90476190476190498924,1.1052631578947367253,48.152545000000003484ms
315,0.90476190476190532231,1.1052631578947362812,44.910750000000000171ms
316,0.90000000000000035528,1.1111111111111107164,51.685070000000003177ms
317,0.90000000000000024425,1.1111111111111109385,51.405694000000003996ms
