n,gapII,family_gapII,iterations,runtime
10,1.0909090909090903843,1.2727272727272729292,0,280.50167000000004692ms
10,1.1052631578947365032,1.3157894736842117301,0,184.66055800000000887ms
10,1.1052631578947367253,1.315789473684211508,0,259.94209400000005417ms
10,1.1052631578947360592,1.3157894736842106199,0,228.94705600000000346ms
10,1.1052631578947365032,1.315789473684211508,0,193.58832700000002092ms
10,1.0909090909090901623,1.2727272727272724851,0,231.0651250000000232ms
10,1.0909090909090906064,1.2727272727272733733,0,256.19171700000003967ms
10,1.1111111111111109385,1.3333333333333339255,0,235.9839070000000163ms
10,1.1111111111111107164,1.3333333333333337035,0,242.49603700000000118ms
10,1.1052631578947360592,1.3157894736842106199,0,212.37157900000002542ms
10,1.1111111111111107164,1.3333333333333334814,0,214.7561990000000094ms
10,1.1111111111111107164,1.3333333333333343696,0,204.9023650000000032ms
10,1.1052631578947365032,1.3157894736842106199,0,265.47551500000002989ms
10,1.1111111111111107164,1.3333333333333339255,0,198.52523100000001933ms
10,1.1111111111111111605,1.3333333333333339255,0,209.03410100000002104ms
10,1.1052631578947360592,1.3157894736842106199,0,201.47822800000000143ms
10,1.0909090909090906064,1.2727272727272727071,0,213.04945700000001807ms
10,1.1111111111111109385,1.3333333333333337035,0,171.20787300000000642ms
10,1.1111111111111107164,1.3333333333333343696,0,246.1169630000000268ms
10,1.1111111111111104944,1.3333333333333330373,0,300.84434000000004517ms
10,1.1052631578947360592,1.3157894736842103978,0,185.75819400000000315ms
10,1.0909090909090903843,1.2727272727272727071,0,214.24429700000001731ms
10,1.0909090909090906064,1.2727272727272727071,0,219.94616800000000013ms
10,1.0975609756097555181,1.2926829268292687747,0,254.95207400000001031ms
10,1.0909090909090901623,1.2727272727272729292,0,230.26951900000000251ms
10,1.1052631578947362812,1.3157894736842108419,0,195.8897800000000018ms
10,1.0909090909090903843,1.2727272727272733733,0,227.47331300000001875ms
10,1.0909090909090901623,1.2727272727272727071,0,263.0267910000000029ms
10,1.1052631578947365032,1.315789473684211508,0,223.02035800000001587ms
10,1.1052631578947360592,1.3157894736842108419,0,225.95009300000000963ms
10,1.1052631578947365032,1.315789473684211286,0,191.80575000000001751ms
10,1.0909090909090903843,1.2727272727272727071,0,225.03783100000001128ms
10,1.1052631578947362812,1.3157894736842106199,0,222.94760000000002265ms
10,1.0909090909090901623,1.2727272727272735953,0,215.81324700000001827ms
10,1.079999999999999627,1.2400000000000011014,0,239.11717500000000314ms
10,1.1052631578947365032,1.3157894736842110639,0,204.47441800000001422ms
10,1.1052631578947365032,1.315789473684211286,0,191.22635400000001483ms
10,1.0909090909090901623,1.2727272727272724851,0,218.24307900000002292ms
10,1.0909090909090906064,1.2727272727272727071,0,240.41356400000000804ms
10,1.1111111111111107164,1.3333333333333337035,0,221.21555000000000746ms
10,1.1111111111111109385,1.3333333333333337035,0,210.79735400000001278ms
10,1.1111111111111062755,1.3333333333333281523,0,200.67713500000002114ms
10,1.1052631578947360592,1.3157894736842103978,0,195.09719100000000936ms
10,1.0909090909090901623,1.2727272727272727071,0,241.58325400000001082ms
10,1.0909090909090901623,1.2727272727272727071,0,231.44523700000002009ms
10,1.1111111111111109385,1.3333333333333343696,0,219.72453400000000557ms
10,1.0909090909090906064,1.2727272727272731512,0,207.38212000000001468ms
10,1.079999999999999627,1.2400000000000006573,0,241.23659500000002254ms
10,1.1052631578947367253,1.315789473684211286,0,199.57019500000001245ms
10,1.0909090909090903843,1.2727272727272727071,0,250.30873400000001539ms
10,1.1052631578947362812,1.3157894736842103978,0,223.84709300000000099ms
10,1.0909090909090901623,1.2727272727272731512,0,192.34568600000000061ms
10,1.1111111111111107164,1.3333333333333339255,0,218.01485400000001392ms
10,1.1111111111111107164,1.3333333333333334814,0,216.72030000000000883ms
10,1.1111111111111107164,1.3333333333333337035,0,219.92339000000001193ms
10,1.1111111111111102723,1.3333333333333330373,0,206.11297400000000835ms
10,1.0909090909090906064,1.2727272727272731512,0,211.64122300000002497ms
10,1.0909090909090901623,1.2727272727272727071,0,186.98041300000002707ms
10,1.1052631578947365032,1.3157894736842110639,0,224.09411700000001134ms
10,1.1052631578947365032,1.315789473684211508,0,193.85030700000001503ms
10,1.1052631578947362812,1.315789473684211286,0,222.59565500000002203ms
10,1.1052631578947362812,1.3157894736842106199,0,186.87477900000001796ms
10,1.0909090909090901623,1.2727272727272727071,0,210.63489600000002611ms
10,1.1016949152542365731,1.3050847457627123838,0,228.77827100000001793ms
10,1.1111111111111107164,1.3333333333333337035,0,198.408787000000018ms
10,1.1111111111111111605,1.3333333333333339255,0,204.29569000000000756ms
10,1.1111111111111109385,1.3333333333333339255,0,196.35661900000002334ms
10,1.1052631578947365032,1.3157894736842106199,0,212.60608300000001237ms
10,1.1052631578947360592,1.3157894736842101758,0,232.47452000000001249ms
10,1.1052631578947362812,1.3157894736842103978,0,193.73314600000000497ms
10,1.1111111111111107164,1.3333333333333337035,0,194.91759800000002656ms
10,1.1111111111111107164,1.3333333333333339255,0,204.01110600000001228ms
10,1.0909090909090903843,1.2727272727272727071,0,235.68942300000000501ms
10,1.1052631578947365032,1.3157894736842110639,0,200.23665300000001821ms
10,1.1052631578947365032,1.3157894736842106199,0,246.61868800000002012ms
10,1.1052631578947365032,1.315789473684211508,0,227.10763600000001361ms
10,1.0909090909090903843,1.2727272727272729292,0,235.24662100000000465ms
10,1.0909090909090906064,1.2727272727272733733,0,244.21148100000002046ms
10,1.1052631578947365032,1.3157894736842117301,0,186.74792400000001181ms
10,1.1052631578947362812,1.3157894736842108419,0,192.43031900000002566ms
10,1.1111111111111107164,1.3333333333333334814,0,184.55202500000001465ms
10,1.0909090909090906064,1.2727272727272731512,0,228.84952700000002324ms
10,1.1052631578947365032,1.3157894736842110639,0,195.22731800000002523ms
10,1.1052631578947365032,1.315789473684211508,0,214.55885900000001243ms
10,1.1052631578947362812,1.3157894736842106199,0,211.65962600000000294ms
10,1.0909090909090903843,1.2727272727272727071,0,235.80383400000002326ms
10,1.1111111111111107164,1.3333333333333337035,0,187.37779000000000452ms
10,1.1111111111111107164,1.3333333333333337035,0,217.28130000000001588ms
10,1.1052631578947360592,1.3157894736842106199,0,271.70800000000002684ms
10,1.1052631578947365032,1.3157894736842110639,0,205.19021500000002334ms
10,1.1052631578947365032,1.3157894736842110639,0,213.35814900000002581ms
10,1.0909090909090903843,1.2727272727272727071,0,250.17758500000002187ms
10,1.0909090909090901623,1.2727272727272724851,0,246.13915100000002668ms
10,1.1052631578947365032,1.3157894736842106199,0,212.66048700000001759ms
10,1.1052631578947365032,1.315789473684211508,0,193.29937900000001605ms
10,1.1111111111111107164,1.3333333333333334814,0,213.82648200000002703ms
10,1.1111111111111104944,1.3333333333333328153,0,215.91547200000002249ms
10,1.1111111111111109385,1.3333333333333341475,0,183.05600100000000908ms
10,1.1111111111111113825,1.3333333333333339255,0,170.41440400000001887ms
10,1.0909090909090903843,1.2727272727272729292,0,228.52286800000001677ms
10,1.0909090909090901623,1.2727272727272727071,0,241.97836300000000165ms
10,1.1052631578947360592,1.3157894736842108419,0,204.20031900000000747ms
10,1.079999999999999627,1.2400000000000006573,0,237.83059000000000083ms
10,1.0909090909090903843,1.2727272727272727071,0,197.69962800000001835ms
10,1.1052631578947365032,1.315789473684211286,0,198.27910300000002053ms
10,1.0909090909090901623,1.2727272727272727071,0,229.6346510000000194ms
10,1.1111111111111107164,1.3333333333333334814,0,205.50594600000002288ms
